Point_id,Cluster_id
0,17
1,1
2,2
3,17
4,17
5,0
6,6
7,19
8,5
9,9
10,2
11,19
12,8
13,13
14,13
15,5
16,19
17,17
18,0
19,19
20,13
21,7030
22,17
23,7030
24,13
25,0
26,4
27,0
28,4
29,5
30,7030
31,13
32,6
33,0
34,17
35,0
36,1
37,5
38,17
39,17
40,7030
41,2
42,19
43,17
44,17
45,13
46,8
47,4
48,6
49,4
50,17
51,17
52,13
53,1
54,19
55,19
56,7030
57,8
58,8
59,19
60,19
61,19
62,7030
63,5
64,6
65,4
66,4
67,17
68,4
69,8
70,7030
71,2
72,0
73,17
74,17
75,1
76,2
77,2
78,17
79,17
80,6
81,1
82,1
83,19
84,1
85,17
86,5
87,17
88,6
89,19
90,5
91,17
92,5
93,19
94,0
95,17
96,5
97,7030
98,17
99,7030
100,2
101,0
102,19
103,5
104,7030
105,17
106,0
107,1
108,1
109,2
110,17
111,1
112,1
113,17
114,1
115,0
116,5
117,8
118,13
119,0
120,1
121,1
122,6
123,17
124,0
125,1
126,5
127,0
128,13
129,2
130,17
131,19
132,7030
133,4
134,17
135,19
136,1
137,4
138,13
139,17
140,17
141,2
142,0
143,2
144,19
145,1
146,5
147,8
148,1
149,17
150,7030
151,1
152,1
153,1
154,17
155,7030
156,7030
157,1
158,17
159,0
160,1
161,1
162,7030
163,1
164,5
165,8
166,6
167,0
168,5
169,8
170,17
171,17
172,1
173,1
174,1
175,5
176,8
177,5
178,19
179,2
180,0
181,17
182,0
183,17
184,1
185,1
186,0
187,17
188,5
189,13
190,17
191,8
192,17
193,17
194,2
195,17
196,7030
197,19
198,5
199,17
200,5
201,6
202,7030
203,4
204,6
205,5
206,5
207,5
208,8
209,6
210,6
211,7030
212,17
213,17
214,0
215,19
216,8
217,4
218,19
219,7030
220,17
221,6
222,2
223,4
224,19
225,17
226,17
227,5
228,6
229,7030
230,7030
231,5
232,13
233,8
234,19
235,17
236,7030
237,7030
238,8
239,0
240,17
241,17
242,2
243,4
244,6
245,7030
246,17
247,17
248,2
249,13
250,7030
251,0
252,13
253,2
254,2
255,13
256,2
257,2
258,19
259,17
260,8
261,7030
262,6
263,1
264,5
265,0
266,13
267,19
268,7030
269,5
270,5
271,13
272,17
273,7030
274,7030
275,4
276,8
277,17
278,0
279,13
280,5
281,17
282,4
283,2
284,17
285,17
286,17
287,1
288,1
289,1
290,17
291,1
292,1
293,2
294,17
295,0
296,1
297,17
298,4
299,13
300,2
301,1
302,1
303,0
304,4
305,2
306,13
307,13
308,7030
309,7030
310,19
311,6
312,19
313,6
314,6
315,19
316,13
317,17
318,19
319,19
320,7030
321,6
322,13
323,7030
324,13
325,5
326,7030
327,0
328,5
329,1
330,5
331,5
332,17
333,8
334,5
335,7030
336,4
337,8
338,17
339,6
340,17
341,7030
342,0
343,5
344,17
345,17
346,17
347,4
348,0
349,4
350,19
351,17
352,4
353,17
354,17
355,2
356,2
357,17
358,8
359,2
360,2
361,0
362,5
363,7030
